"","Organism.name","Year","Source","Taxon","Assembly"
"spat","Streptococcus pantholopis","2017","GenBank","1811193","GCA_001642085.1"
"lpl","Lactobacillus plantarum WCFS1","2003","RefSeq","220668","GCF_000203855.3"
"lpj","Lactobacillus plantarum JDM1","2009","GenBank","644042","GCA_000023085.1"
"lpt","Lactobacillus plantarum ZJ316","2013","GenBank","1284663","GCA_000338115.2"
"lps","Lactobacillus plantarum subsp. plantarum ST-III","2010","GenBank","889932","GCA_000148815.2"
"lpr","Lactobacillus plantarum subsp. plantarum P-8","2013","GenBank","767468","GCA_000392485.2"
"lpz","Lactobacillus plantarum 16","2013","GenBank","1327988","GCA_000412205.1"
"lpb","Lactobacillus plantarum B21","2015","GenBank","1590","GCA_000931425.2"
"ljo","Lactobacillus johnsonii NCC 533","2004","GenBank","257314","GCA_000008065.1"
"ljf","Lactobacillus johnsonii FI9785","2009","GenBank","633699","GCA_000091405.1"
"ljh","Lactobacillus johnsonii DPC 6026","2012","GenBank","909954","GCA_000204985.1"
"ljn","Lactobacillus johnsonii N6.2","2013","GenBank","1408186","GCA_000498675.1"
"lac","Lactobacillus acidophilus NCFM","2005","RefSeq","272621","GCF_000011985.1"
"lai","Lactobacillus acidophilus 30SC","2011","GenBank","891391","GCA_000191545.1"
"lad","Lactobacillus acidophilus La-14","2013","GenBank","1314884","GCA_000389675.2"
"laf","Lactobacillus acidophilus FSI4","2015","GenBank","1579","GCA_000934625.1"
"lsa","Lactobacillus sakei","2005","GenBank","314315","GCA_000026065.1"
"lsl","Lactobacillus salivarius UCC118","2006","RefSeq","362948","GCF_000008925.1"
"lsi","Lactobacillus salivarius CECT 5713","2012","GenBank","712961","GCA_000143435.1"
"lsj","Lactobacillus salivarius JCM1046","2014","GenBank","1624","GCA_000758365.1"
"ldb","Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842","2006","GenBank","390333","GCA_000056065.1"
"lbu","Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365","2006","GenBank","321956","GCA_000014405.1"
"lde","Lactobacillus delbrueckii subsp. bulgaricus ND02","2010","GenBank","767455","GCA_000182835.1"
"ldl","Lactobacillus delbrueckii subsp. bulgaricus 2038","2012","GenBank","353496","GCA_000191165.1"
"lbr","Lactobacillus brevis ATCC 367","2006","GenBank","387344","GCA_000014465.1"
"lbk","Lactobacillus brevis KB290","2013","GenBank","1001583","GCA_000359625.1"
"lca","Lactobacillus paracasei ATCC 334","2006","RefSeq","321967","GCF_000014525.1"
"lpq","Lactobacillus paracasei N1115","2014","GenBank","1446494","GCA_000582665.1"
"lpi","Lactobacillus paracasei subsp. paracasei 8700:2","2013","GenBank","537973","GCA_000155515.2"
"lpap","Lactobacillus paracasei subsp. paracasei JCM 8130","2017","GenBank","1226298","GCA_000829035.1"
"lcb","Lactobacillus casei BL23","2008","GenBank","543734","GCA_000026485.1"
"lcz","Lactobacillus casei Zhang","2010","GenBank","1597","GCA_000019245.3"
"lcs","Lactobacillus casei BD-II","2012","GenBank","998820","GCA_000194765.1"
"lce","Lactobacillus casei LC2W","2012","GenBank","999378","GCA_000194785.1"
"lcw","Lactobacillus casei W56","2012","GenBank","1215914","GCA_000318035.1"
"lcl","Lactobacillus casei LOCK919","2013","GenBank","1318635","GCA_000418515.1"
"lcx","Lactobacillus casei 12A","2015","GenBank","1051650","GCA_000309565.2"
"lga","Lactobacillus gasseri ATCC 33323","2006","GenBank","324831","GCA_000014425.1"
"lre","Lactobacillus reuteri DSM 20016","2007","GenBank","557436","GCA_000016825.1"
"lrf","Lactobacillus reuteri JCM 1112","2008","GenBank","557433","GCA_000010005.1"
"lru","Lactobacillus reuteri SD2112","2011","GenBank","491077","GCA_000159455.2"
"lrt","Lactobacillus reuteri I5007","2013","GenBank","1340495","GCA_000410995.1"
"lrr","Lactobacillus reuteri TD1","2013","GenBank","1358027","GCA_000439275.1"
"lhe","Lactobacillus helveticus DPC 4571","2007","GenBank","405566","GCA_000015385.1"
"lhl","Lactobacillus helveticus H10","2012","GenBank","767462","GCA_000189515.1"
"lhr","Lactobacillus helveticus R0052","2012","GenBank","880633","GCA_000165775.3"
"lhv","Lactobacillus helveticus CNRZ32","2013","GenBank","326425","GCA_000422165.1"
"lhh","Lactobacillus helveticus H9","2014","GenBank","767456","GCA_000525715.1"
"lhd","Lactobacillus helveticus KLDS1.8701","2015","GenBank","1587","GCA_000961015.1"
"lfe","Lactobacillus fermentum IFO 3956","2008","GenBank","334390","GCA_000010145.1"
"lfr","Lactobacillus fermentum CECT 5716","2012","GenBank","712938","GCA_000210515.1"
"lff","Lactobacillus fermentum F-6","2013","GenBank","767453","GCA_000397165.1"
"lrh","Lactobacillus rhamnosus GG","2009","GenBank","568703","GCA_000026505.1"
"lrg","Lactobacillus rhamnosus GG","2012","GenBank","568703","GCA_000011045.1"
"lrl","Lactobacillus rhamnosus Lc 705","2009","GenBank","568704","GCA_000026525.1"
"lra","Lactobacillus rhamnosus ATCC 8530","2012","GenBank","1088720","GCA_000233755.1"
"lro","Lactobacillus rhamnosus LOCK900","2013","GenBank","1316933","GCA_000418475.1"
"lrc","Lactobacillus rhamnosus LOCK908","2013","GenBank","1318634","GCA_000418495.1"
"lcr","Lactobacillus crispatus","2010","GenBank","748671","GCA_000091765.1"
"lam","Lactobacillus amylovorus GRL 1112","2010","GenBank","695560","GCA_000182855.2"
"lay","Lactobacillus amylovorus GRL1118","2012","GenBank","695562","GCA_000194115.1"
"lbh","Lactobacillus buchneri NRRL B-30929","2011","GenBank","511437","GCA_000211375.1"
"lbn","Lactobacillus buchneri CD034","2012","GenBank","1071400","GCA_000298115.2"
"lke","Lactobacillus kefiranofaciens","2011","GenBank","1033837","GCA_000214785.1"
"lrm","Lactobacillus ruminis","2011","GenBank","1069534","GCA_000224985.1"
"lsn","Lactobacillus sanfranciscensis","2011","GenBank","714313","GCA_000225325.1"
"law","Lactobacillus sp. wkB8","2014","GenBank","1545702","GCA_000761135.1"
"lho","Lactobacillus hokkaidonensis","2015","GenBank","1291742","GCA_000829395.1"
"lmu","Lactobacillus mucosae","2015","GenBank","1130798","GCA_000248095.3"
"lae","Lactobacillus acetotolerans","2015","GenBank","1600","GCA_001042405.1"
"lgn","Lactobacillus ginsenosidimutans","2015","GenBank","1007676","GCA_001050475.1"
"lko","Lactobacillus koreensis","2015","GenBank","637971","GCA_001050435.1"
"lhi","Lactobacillus heilongjiangensis","2015","GenBank","1074467","GCA_000831645.3"
"lku","Lactobacillus kunkeei","2016","GenBank","148814","GCA_001314945.1"
"lgl","Lactobacillus gallinarum","2016","GenBank","52242","GCA_001314245.2"
"lpx","Lactobacillus paraplantarum","2016","GenBank","60520","GCA_001443645.1"
"lor","Lactobacillus oris","2016","GenBank","1632","GCA_001602195.1"
"lpar","Lactobacillus parabuchneri","2017","GenBank","152331","GCA_001922025.1"
"lle","Lactobacillus lindneri","2017","GenBank","53444","GCA_001702135.1"
"lpd","Lactobacillus paracollinoides","2017","GenBank","240427","GCA_001702175.1"
"lje","Lactobacillus jensenii","2017","GenBank","109790","GCA_001936235.1"
"lcu","Lactobacillus curieae","2017","GenBank","1138822","GCA_000785105.2"
"lct","Lactobacillus crustorum","2017","GenBank","392416","GCA_001951175.1"
"lbt","Lactobacillus backii","2017","GenBank","375175","GCA_001663655.1"
"lcv","Lactobacillus curvatus","2017","GenBank","28038","GCA_001663835.1"
"lah","Lactobacillus amylophilus DSM 20533 = JCM 1125","2017","GenBank","1423721","GCA_001936335.1"
"lamy","Lactobacillus amylolyticus L6","2017","GenBank","83683","GCA_002075105.1"
"lagl","Lactobacillus agilis","2017","GenBank","1601","GCA_002240375.1"
"lzy","Lactobacillus zymae","2017","GenBank","267363","GCA_900183405.1"
"lpg","Lactobacillus pentosus","2018","GenBank","1589","GCA_002850015.1"
"lcy","Lactobacillus coryniformis","2018","GenBank","1423822","GCA_002706705.1"
"laca","Lactobacillus acidipiscis","2018","GenBank","89059","GCA_900116935.1"
"ppe","Pediococcus pentosaceus ATCC 25745","2006","GenBank","278197","GCA_000014505.1"
"ppen","Pediococcus pentosaceus SL4","2013","GenBank","1408206","GCA_000496265.1"
"pce","Pediococcus claussenii","2012","GenBank","701521","GCA_000237995.2"
"pdm","Pediococcus damnosus","2016","GenBank","51663","GCA_001611135.1"
"paci","Pediococcus acidilactici","2016","GenBank","1254","GCA_001767275.1"
"pio","Pediococcus inopinatus","2018","GenBank","114090","GCA_002982135.1"
"efa","Enterococcus faecalis V583","2003","RefSeq","226185","GCF_000007785.1"
"efl","Enterococcus faecalis 62","2012","GenBank","936153","GCA_000211255.2"
"efi","Enterococcus faecalis OG1RF","2012","GenBank","474186","GCA_000172575.2"
"efd","Enterococcus faecalis D32","2012","GenBank","1206105","GCA_000281195.1"
"efs","Enterococcus faecalis Symbioflor 1","2013","GenBank","1261557","GCA_000317915.1"
"efn","Enterococcus faecalis DENG1","2014","GenBank","1287066","GCA_000550745.1"
"efq","Enterococcus faecalis ATCC 29212","2014","GenBank","1201292","GCA_000742975.1"
"efc","Enterococcus faecium Aus0004","2012","GenBank","1155766","GCA_000250945.1"
"efau","Enterococcus faecium Aus0085","2013","GenBank","1305849","GCA_000444405.1"
"efu","Enterococcus faecium DO","2012","RefSeq","333849","GCF_000174395.2"
"efm","Enterococcus faecium NRRL B-2354","2013","GenBank","1158600","GCA_000336405.1"
"eft","Enterococcus faecium T110","2014","GenBank","1344042","GCA_000737555.1"
"ehr","Enterococcus hirae","2012","GenBank","768486","GCA_000271405.2"
"ene","Enterococcus sp. 7L76","2013","GenBank","1351","GCA_000210115.1"
"ecas","Enterococcus casseliflavus","2013","GenBank","565655","GCA_000157355.2"
"emu","Enterococcus mundtii","2013","GenBank","1300150","GCA_000504125.1"
"edu","Enterococcus durans","2015","GenBank","53345","GCA_001267865.1"
"ega","Enterococcus gallinarum","2016","GenBank","1353","GCA_001558875.2"
"ess","Enterococcus silesiacus","2016","GenBank","332949","GCA_001465115.1"
"eth","Enterococcus thailandicus","2018","GenBank","417368","GCA_002290025.1"
"mps","Melissococcus plutonius ATCC 35311","2011","GenBank","940190","GCA_000270185.1"
"mpx","Melissococcus plutonius DAT561","2012","GenBank","1090974","GCA_000283975.1"
"thl","Tetragenococcus halophilus","2011","GenBank","945021","GCA_000283615.1"
"vte","Vagococcus teuberi","2016","GenBank","519472","GCA_001870205.1"
"vpi","Vagococcus penaei","2017","GenBank","633807","GCA_001998885.1"
"ooe","Oenococcus oeni","2006","GenBank","203123","GCA_000014385.1"
"lme","Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293","2006","GenBank","203120","GCA_000014445.1"
"lmm","Leuconostoc mesenteroides subsp. mesenteroides J18","2012","GenBank","1107880","GCA_000234825.3"
"lmk","Leuconostoc mesenteroides KFRI-MG","2014","GenBank","427140","GCA_000512955.1"
"lci","Leuconostoc citreum","2008","GenBank","349519","GCA_000026405.1"
"lki","Leuconostoc kimchii","2010","GenBank","762051","GCA_000092505.1"
"lec","Leuconostoc sp. C2","2011","GenBank","979982","GCA_000219785.1"
"lcn","Leuconostoc carnosum","2012","GenBank","1229758","GCA_000300135.1"
"lgs","Leuconostoc gelidum subsp. gasicomitatum","2010","GenBank","762550","GCA_000196855.1"
"lge","Leuconostoc gelidum JB7","2012","GenBank","1229756","GCA_000298875.1"
"llf","Leuconostoc lactis","2016","GenBank","1246","GCA_001698145.1"
"lgc","Leuconostoc garlicum","2017","GenBank","255248","GCA_001998805.1"
"wko","Weissella koreensis","2011","GenBank","1045854","GCA_000219805.1"
"wce","Weissella ceti WS08","2014","GenBank","759620","GCA_000732905.1"
"wct","Weissella ceti WS74","2014","GenBank","759620","GCA_000750515.1"
"wci","Weissella ceti WS105","2014","GenBank","759620","GCA_000750535.1"
"wcb","Weissella cibaria","2016","GenBank","137591","GCA_001308145.2"
"wjo","Weissella jogaejeotgali","2017","GenBank","1631871","GCA_001932615.1"
"wpa","Weissella paramesenteroides","2017","GenBank","1249","GCA_002386265.1"
"aur","Aerococcus urinae ACS-120-V-Col10a","2011","GenBank","866775","GCA_000193205.1"
"aun","Aerococcus urinae CCUG36881","2016","GenBank","1376","GCA_001543175.1"
"aui","Aerococcus urinaeequi","2016","GenBank","51665","GCA_001518795.1"
"asan","Aerococcus sanguinicola","2016","GenBank","119206","GCA_001543145.1"
"acg","Aerococcus christensenii","2016","GenBank","87541","GCA_001543105.1"
"avs","Aerococcus viridans","2016","GenBank","1377","GCA_001543285.1"
"auh","Aerococcus urinaehominis","2016","GenBank","128944","GCA_001543245.1"
"crn","Carnobacterium sp. 17-4","2011","GenBank","208596","GCA_000195575.1"
"cml","Carnobacterium maltaromaticum","2012","GenBank","1234679","GCA_000317975.2"
"caw","Carnobacterium inhibens","2013","GenBank","1266845","GCA_000493735.1"
"carc","Carnobacterium sp. CP1","2016","GenBank","1564681","GCA_001483965.1"
"marr","Marinilactibacillus sp. 15R","2016","GenBank","1911586","GCA_001895285.1"
"jep","Jeotgalibaca sp. PTS2502","2017","GenBank","1903686","GCA_001975685.1"
"jda","Jeotgalibaca dankookensis","2017","GenBank","708126","GCA_002005405.1"
"cac","Clostridium acetobutylicum ATCC 824","2001","RefSeq","272562","GCF_000008765.1"
"cae","Clostridium acetobutylicum DSM 1731","2011","GenBank","991791","GCA_000218855.1"
"cay","Clostridium acetobutylicum EA 2018","2012","GenBank","863638","GCA_000191905.1"
"cpe","Clostridium perfringens 13","2002","GenBank","195102","GCA_000009685.1"
"cpf","Clostridium perfringens ATCC 13124","2006","GenBank","195103","GCA_000013285.1"
"cpr","Clostridium perfringens SM101","2006","GenBank","289380","GCA_000013845.2"
"ctc","Clostridium tetani E88","2003","GenBank","212717","GCA_000007625.1"
"ctet","Clostridium tetani 12124569","2013","GenBank","1231072","GCA_000967115.1"
"cno","Clostridium novyi","2006","GenBank","386415","GCA_000014125.1"
"cbo","Clostridium botulinum A ATCC 3502","2007","RefSeq","413999","GCF_000063585.1"
"cba","Clostridium botulinum A ATCC 19397","2007","GenBank","441770","GCA_000017025.1"
"cbh","Clostridium botulinum A Hall","2007","RefSeq","441771","GCF_000017045.1"
"cby","Clostridium botulinum A2","2009","GenBank","536232","GCA_000022765.1"
"cbl","Clostridium botulinum A3 Loch Maree","2008","GenBank","498214","GCA_000019545.1"
"cbk","Clostridium botulinum B Eklund 17B (NRP)","2008","GenBank","935198","GCA_000020165.1"
"cbb","Clostridium botulinum B1 Okra","2008","GenBank","498213","GCA_000019305.1"
"cbi","Clostridium botulinum Ba4","2009","GenBank","515621","GCA_000020345.1"
"cbn","Clostridium botulinum BKT015925","2011","GenBank","929506","GCA_000204565.1"
"cbt","Clostridium botulinum E3","2008","GenBank","508767","GCA_000020285.1"
"cbf","Clostridium botulinum F Langeland","2007","GenBank","441772","GCA_000017065.1"
"cbm","Clostridium botulinum F 230613","2012","GenBank","758678","GCA_000092345.1"
"cbj","Clostridium botulinum H04402 065","2012","GenBank","941968","GCA_000253195.1"
"cbe","Clostridium beijerinckii NCIMB 8052","2007","GenBank","290402","GCA_000016965.1"
"cbz","Clostridium beijerinckii ATCC 35702","2014","GenBank","864803","GCA_000767745.1"
"cbei","Clostridium beijerinckii NCIMB 14988","2017","GenBank","1520","GCA_000833105.2"
"ckl","Clostridium kluyveri DSM 555","2007","GenBank","431943","GCA_000016505.1"
"ckr","Clostridium kluyveri NBRC 12016","2009","GenBank","583346","GCA_000010265.1"
"clj","Clostridium ljungdahlii","2010","GenBank","748727","GCA_000143685.1"
"ccb","Clostridium cellulovorans","2010","GenBank","573061","GCA_000145275.1"
"cls","Clostridium sp. SY8519","2011","GenBank","1042156","GCA_000270305.1"
"clb","Clostridium sp. BNL1100","2012","GenBank","755731","GCA_000244875.1"
"csr","Clostridium saccharoperbutylacetonicum","2013","GenBank","931276","GCA_000340885.1"
"cpas","Clostridium pasteurianum BC1","2013","GenBank","86416","GCA_000389635.1"
"cpat","Clostridium pasteurianum DSM 525 = ATCC 6013","2015","GenBank","1262449","GCA_000807255.1"
"cpae","Clostridium pasteurianum DSM 525 = ATCC 6013","2015","GenBank","1262449","GCA_000807175.1"
"csb","Clostridium saccharobutylicum","2013","GenBank","1345695","GCA_000473995.1"
"cah","Clostridium autoethanogenum","2013","GenBank","1341692","GCA_000484505.1"
"clt","Clostridium bornimense","2014","GenBank","1216932","GCA_000577895.1"
"cbv","Clostridium baratii","2015","GenBank","1415775","GCA_000789395.1"
"csq","Clostridium scatologenes","2015","GenBank","1548","GCA_000968375.1"
"cld","Clostridium sporogenes","2015","GenBank","1509","GCA_000973705.1"
"cace","Clostridium aceticum","2015","GenBank","84022","GCA_001042715.1"
"cck","Clostridium carboxidivorans","2015","GenBank","536227","GCA_001038625.1"
"cbut","Clostridium butyricum","2016","GenBank","1492","GCA_001456065.2"
"ctyk","Clostridium tyrobutyricum","2016","GenBank","1519","GCA_001642655.1"
"ceu","Clostridium estertheticum","2017","GenBank","1552","GCA_001877035.1"
"ctae","Clostridium taeniosporum","2017","GenBank","394958","GCA_001735765.2"
"cfm","Clostridium formicaceticum","2017","GenBank","1497","GCA_001854185.1"
"cchv","Clostridium chauvoei","2017","GenBank","46867","GCA_002327205.1"
"carg","Clostridium argentinense","2017","GenBank","29341","GCA_002074155.1"
"amt","Alkaliphilus metalliredigens","2007","GenBank","293826","GCA_000016985.1"
"aoe","Alkaliphilus oremlandii","2007","GenBank","350688","GCA_000018325.1"
"asf","Candidatus Arthromitus sp. SFB-mouse-Japan","2011","GenBank","1029718","GCA_000270205.1"
"asm","Candidatus Arthromitus sp. SFB-mouse-Yit","2012","GenBank","1041809","GCA_000284435.1"
"aso","Candidatus Arthromitus sp. SFB-mouse-NL","2014","GenBank","1508644","GCA_000709435.1"
"asb","Candidatus Arthromitus sp. SFB-rat-Yit","2011","GenBank","1041504","GCA_000283555.1"
"gfe","Geosporobacter ferrireducens","2016","GenBank","1424294","GCA_001750685.1"
"cth","Ruminiclostridium thermocellum ATCC 27405","2007","GenBank","203119","GCA_000015865.1"
"ctx","Ruminiclostridium thermocellum DSM 1313","2012","GenBank","637887","GCA_000184925.1"
"ruk","Ruminiclostridium sp. KB18","2016","GenBank","1834198","GCA_001688705.2"
"cce","Clostridium cellulolyticum","2009","GenBank","394503","GCA_000022065.1"
