"Organism","Body Site","Project ID","CDS Count","Contig Count","Contig Locus Min","Contig Locus Max","Contig ASM","Contig CDS","Contig PEP","Contig GBK","Scaffold Count","Scaffold Locus Min","Scaffold Locus Max","Scaffold ASM","Scaffold CDS","Scaffold PEP","Scaffold GBK"
"Lactobacillus coleohominis 101-4-CHN","Urogenital_tract","37949","1652","35","ACOH01000001","ACOH01000035","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.ACOH01000001-ACOH01000035.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.ACOH01000001-ACOH01000035.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.ACOH01000001-ACOH01000035.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.ACOH01000001-ACOH01000035.nuc.gbk","12","GG698802","GG698813","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.GG698802-GG698813.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.GG698802-GG698813.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.GG698802-GG698813.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37949/37949.GG698802-GG698813.nuc.gbk"
"Staphylococcus epidermidis NIHLM087","Unknown","62349","2343","72","AKGK01000001","AKGK01000072","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62349/62349.AKGK01000001-AKGK01000072.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62349/62349.AKGK01000001-AKGK01000072.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62349/62349.AKGK01000001-AKGK01000072.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62349/62349.AKGK01000001-AKGK01000072.nuc.gbk","","","","","","",""
"Streptococcus sp. SK140","Oral","75169","1856","46","AJML01000001","AJML01000046","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75169/75169.AJML01000001-AJML01000046.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75169/75169.AJML01000001-AJML01000046.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75169/75169.AJML01000001-AJML01000046.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75169/75169.AJML01000001-AJML01000046.nuc.gbk","","","","","","",""
"Streptococcus pneumoniae PNI0159","Unknown","89193","4372","131","AJUX01000001","AJUX01000131","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.AJUX01000001-AJUX01000131.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.AJUX01000001-AJUX01000131.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.AJUX01000001-AJUX01000131.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.AJUX01000001-AJUX01000131.nuc.gbk","112","KB742152","KB742263","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.KB742152-KB742263.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.KB742152-KB742263.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.KB742152-KB742263.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89193/89193.KB742152-KB742263.nuc.gbk"
"Neisseria shayeganii 871","Airways","66915","5060","112","AGAY01000001","AGAY01000112","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.AGAY01000001-AGAY01000112.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.AGAY01000001-AGAY01000112.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.AGAY01000001-AGAY01000112.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.AGAY01000001-AGAY01000112.nuc.gbk","26","JH164926","JH164951","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.JH164926-JH164951.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.JH164926-JH164951.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.JH164926-JH164951.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/66915/66915.JH164926-JH164951.nuc.gbk"
"Streptococcus pneumoniae PNI0007","Unknown","89181","4762","162","AKRC01000001","AKRC01000162","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.AKRC01000001-AKRC01000162.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.AKRC01000001-AKRC01000162.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.AKRC01000001-AKRC01000162.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.AKRC01000001-AKRC01000162.nuc.gbk","162","KB371511","KB371672","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.KB371511-KB371672.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.KB371511-KB371672.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.KB371511-KB371672.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89181/89181.KB371511-KB371672.nuc.gbk"
"Streptococcus anginosus subsp. whileyi CCUG 39159","Oral","75125","2327","83","AICP01000001","AICP01000083","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75125/75125.AICP01000001-AICP01000083.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75125/75125.AICP01000001-AICP01000083.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75125/75125.AICP01000001-AICP01000083.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/75125/75125.AICP01000001-AICP01000083.nuc.gbk","","","","","","",""
"Staphylococcus epidermidis NIH05003","Unknown","86761","2251","66","AKHI01000001","AKHI01000066","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/86761/86761.AKHI01000001-AKHI01000066.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/86761/86761.AKHI01000001-AKHI01000066.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/86761/86761.AKHI01000001-AKHI01000066.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/86761/86761.AKHI01000001-AKHI01000066.nuc.gbk","","","","","","",""
"Capnocytophaga ochracea str. Holt 25","Oral","78899","2272","42","AKFV01000001","AKFV01000042","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78899/78899.AKFV01000001-AKFV01000042.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78899/78899.AKFV01000001-AKFV01000042.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78899/78899.AKFV01000001-AKFV01000042.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78899/78899.AKFV01000001-AKFV01000042.nuc.gbk","","","","","","",""
"Succinatimonas hippei YIT 12066","Gastrointestinal_tract","48507","4338","169","AEVO01000001","AEVO01000169","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.AEVO01000001-AEVO01000169.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.AEVO01000001-AEVO01000169.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.AEVO01000001-AEVO01000169.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.AEVO01000001-AEVO01000169.nuc.gbk","141","GL830939","GL831079","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.GL830939-GL831079.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.GL830939-GL831079.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.GL830939-GL831079.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48507/48507.GL830939-GL831079.nuc.gbk"
"Staphylococcus epidermidis NIHLM001","Unknown","62387","2505","87","AKHC01000001","AKHC01000087","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62387/62387.AKHC01000001-AKHC01000087.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62387/62387.AKHC01000001-AKHC01000087.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62387/62387.AKHC01000001-AKHC01000087.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62387/62387.AKHC01000001-AKHC01000087.nuc.gbk","","","","","","",""
"Prevotella nigrescens ATCC 33563","Oral","64737","4842","86","AFPX01000001","AFPX01000086","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.AFPX01000001-AFPX01000086.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.AFPX01000001-AFPX01000086.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.AFPX01000001-AFPX01000086.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.AFPX01000001-AFPX01000086.nuc.gbk","24","GL982464","GL982487","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.GL982464-GL982487.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.GL982464-GL982487.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.GL982464-GL982487.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64737/64737.GL982464-GL982487.nuc.gbk"
"Staphylococcus warneri L37603","Skin","34083","2381","77","ACPZ01000001","ACPZ01000077","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34083/34083.ACPZ01000001-ACPZ01000077.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34083/34083.ACPZ01000001-ACPZ01000077.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34083/34083.ACPZ01000001-ACPZ01000077.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34083/34083.ACPZ01000001-ACPZ01000077.nuc.gbk","","","","","","",""
"Prevotella melaninogenica ATCC 25845","Oral","31383","2296","","","","","","","","2","CP002122","CP002123","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31383/31383.CP002122.1-CP002123.1.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31383/31383.CP002122.1-CP002123.1.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31383/31383.CP002122.1-CP002123.1.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31383/31383.CP002122.1-CP002123.1.nuc.gbk"
"Afipia clevelandensis ATCC 49720","Unknown","52157","8418","19","AGWY01000001","AGWY01000019","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.AGWY01000001-AGWY01000019.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.AGWY01000001-AGWY01000019.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.AGWY01000001-AGWY01000019.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.AGWY01000001-AGWY01000019.nuc.gbk","1","KB375281","KB375281","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.KB375281.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.KB375281.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.KB375281.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52157/52157.KB375281.nuc.gbk"
"Mobiluncus mulieris FB024-16","Urogenital_tract","51063","2113","46","AEGV01000001","AEGV01000046","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51063/51063.AEGV01000001-AEGV01000046.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51063/51063.AEGV01000001-AEGV01000046.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51063/51063.AEGV01000001-AEGV01000046.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51063/51063.AEGV01000001-AEGV01000046.nuc.gbk","","","","","","",""
"Parabacteroides merdae CL03T12C32","Unknown","64891","7670","37","AGZQ01000001","AGZQ01000037","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.AGZQ01000001-AGZQ01000037.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.AGZQ01000001-AGZQ01000037.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.AGZQ01000001-AGZQ01000037.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.AGZQ01000001-AGZQ01000037.nuc.gbk","13","JH976452","JH976464","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.JH976452-JH976464.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.JH976452-JH976464.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.JH976452-JH976464.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64891/64891.JH976452-JH976464.nuc.gbk"
"Dolosigranulum pigrum ATCC 51524","Unknown","52171","3384","16","AGEF01000001","AGEF01000016","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.AGEF01000001-AGEF01000016.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.AGEF01000001-AGEF01000016.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.AGEF01000001-AGEF01000016.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.AGEF01000001-AGEF01000016.nuc.gbk","2","JH601103","JH601104","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.JH601103-JH601104.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.JH601103-JH601104.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.JH601103-JH601104.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/52171/52171.JH601103-JH601104.nuc.gbk"
"Actinomyces coleocanis DSM 15436","Urogenital_tract","31427","3092","40","ACFG01000001","ACFG01000040","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.ACFG01000001-ACFG01000040.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.ACFG01000001-ACFG01000040.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.ACFG01000001-ACFG01000040.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.ACFG01000001-ACFG01000040.nuc.gbk","35","DS999539","DS999573","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.DS999539-DS999573.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.DS999539-DS999573.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.DS999539-DS999573.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31427/31427.DS999539-DS999573.nuc.gbk"
"Bacteroides fragilis HMW 610","Unknown","71525","9358","42","AGXQ01000001","AGXQ01000042","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.AGXQ01000001-AGXQ01000042.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.AGXQ01000001-AGXQ01000042.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.AGXQ01000001-AGXQ01000042.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.AGXQ01000001-AGXQ01000042.nuc.gbk","9","JH815482","JH815490","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.JH815482-JH815490.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.JH815482-JH815490.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.JH815482-JH815490.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/71525/71525.JH815482-JH815490.nuc.gbk"
"Lachnospiraceae bacterium 5_1_63FAA","Gastrointestinal_tract","39389","6074","94","ACTS01000001","ACTS01000094","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.ACTS01000001-ACTS01000094.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.ACTS01000001-ACTS01000094.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.ACTS01000001-ACTS01000094.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.ACTS01000001-ACTS01000094.nuc.gbk","48","GL622401","GL622448","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.GL622401-GL622448.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.GL622401-GL622448.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.GL622401-GL622448.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39389/39389.GL622401-GL622448.nuc.gbk"
"Staphylococcus epidermidis NIHLM003","Unknown","62385","2518","72","AKHB01000001","AKHB01000072","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62385/62385.AKHB01000001-AKHB01000072.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62385/62385.AKHB01000001-AKHB01000072.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62385/62385.AKHB01000001-AKHB01000072.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/62385/62385.AKHB01000001-AKHB01000072.nuc.gbk","","","","","","",""
